id,name,category,hasImg,title,artist
1898,1nzDVfQopF9YBkpPAfUck3,0,1,After The Party,The Menzingers
1899,1FJACKTc1TZBhxqtaGZ5KW,0,1,These Four Walls,We Were Promised Jetpacks
1900,7230YkSQN2EA4zAIWGxhBB,0,1,"Angels Of Darkness, Demons Of Light 1",Earth
1901,2OK2OR6zHt01GBJrzjmOsl,0,1,Sheath,LFO
1902,3ztYSYN5zQE9I6Vu0TgVrz,0,1,Fantasy Black Channel,Late of the Pier
1903,4LZXs6WEua2HhM0ZXyOwTO,0,1,Three Love Songs,Ricky Eat Acid
1904,5vxTE1XHVLx2MkzbiTw0VK,0,1,Furfour,Grumbling Fur
1905,74y5Z8TjHts4ATRMPZ7NLi,0,1,Chuck,Chuck Berry
1906,1HSDFwFV8ErtkwmpWqf6sJ,0,1,Logic Will Break Your Heart,The Stills
1907,2xfVCxtTNAiNTfresCAFWj,0,1,"Oh, My Darling",Basia Bulat
1908,5Id06Jc8oLIbk4YGBphHUe,0,1,J2,Jarboe
1909,2UJStxXO26DlUes178Iv7e,0,1,Most Messed Up,Old 97's
1910,1pxZMnWgVf404tvDcpYaCf,0,1,Trust,Kaito
1911,0RotlXRUFeV6eX7iKioy3B,0,1,Time Taunts Me,Lost In The Trees
1912,25moybXqU4pCZq1hffvosg,0,1,Gravy Train,Gravy Train
1913,4aWPI4uehdzOzHUCFDFmgb,0,1,The Transient,David Dondero
1914,06wsfNFbTnic3IgNmKQArq,0,1,Meanderthal,Torche
1915,3QKOefqeoWmK67Fv6ToyJa,0,1,Behaviour,Pet Shop Boys
1916,2D9vZRaRpeKIHXghuSehkz,0,1,Oumou,Oumou Sangaré
1917,70EyzHbX9BpNwwQL31ceFI,0,1,If Blue Could Be Happiness,Florist
1918,5WxUNx1Km1GRJBeRZxqYMl,0,1,Under Cold Blue Stars,Josh Rouse
1919,4PxvAyPKkslgDI1k2f1L1Y,0,1,Box Set,William Onyeabor
1920,1usy1Tge6LA3oQMXBO5pbM,0,1,Hometowns,The Rural Alberta Advantage
1921,3d1I73WMxcCAohB0VSr79g,0,1,Butter Knife,Audacity
1922,0xtTojp4zfartyGtbFKN3v,0,1,Crack-Up,Fleet Foxes
1923,6aJ3WNQtOA7JdnhMUdYAUJ,0,1,Mulatu Steps Ahead,Mulatu Astatke
1924,2nCWkh4rEFAB6wl82PIHJF,0,1,In Our Heads,Hot Chip
1925,7qdJZo4rFwUF02WUdlKGCL,0,1,At The Center,Meat Beat Manifesto
1926,1u49hpxNCoTCWmJa1NXUZl,0,1,Dopesmoker,Sleep
1927,72pc5fo00f1zYUngNhX56f,0,1,Here We Go Magic,Here We Go Magic
1928,5xHZISpoXSrDKOQTNobqkT,0,1,Concubine Rice,Lone Pigeon
1929,4gvvAVJ7srm6YNGEGxpdil,0,1,Hot Cakes,The Darkness
1930,2HaNkj07Nue73sCUSZrO2K,0,1,Worried Well,31Knots
1931,0DxCYTbZrdVKcJS9ecfmV8,0,1,Ufo,need new body
1932,37rjKZLvRqZUOuJDQfpJfd,0,1,"Pink Hearts, Yellow Moons",Dressy Bessy
1933,3e574f04GMw89XGSOEazlr,0,1,Mulatu Of Ethiopia,Mulatu Astatke
1934,4582mkiCE83HNgrUBao8qz,0,1,Everything Feels Better Now,From Indian Lakes
1935,3tnTHMX2aECPx2mQVVRZiY,0,1,Sessions,Carl Craig
1936,675RtJwAQsqBo5n9PnIqcI,0,1,Gutter Tactics,Dälek
1937,5g4E06cxsFEMFE9hSekAt2,0,1,Writer's Block,Peter Bjorn and John
1938,5G1woufuPaqT7sQtIHWVje,0,1,Zoo,Ceremony
1939,0sSIXkYfRqXomRPrK4wYYe,0,1,Stereo,Omar Apollo
1940,5D23zpOn3cXZ4EmfMo1IeV,0,1,Elemental,Demdike Stare
1941,1P3zBepNYsQI2zu7hcrk5r,0,1,Nightfreak And The Sons Of Becker,The Coral
1942,5UKlSGu2Y0FJ1gpuUlq00T,0,1,2007 - 2011,P.S. Eliot
1943,7iIC3wJWW0QNCWDFzNnLc6,0,1,Dream House,Âme
1944,1D5FYlYISuZXWBeVut4879,0,1,A Treasury,Nick Drake
1945,6h0535jcjIy6cRBcoihVMW,0,1,"Goodbye, Killer",Pernice Brothers
1946,3IAeuXl1pBBbzA5mo0HuEz,0,1,Plague Soundscapes,The Locust
1947,34hrDcvF6cVfSKS70c25Xn,0,1,Junun,Shye Ben Tzur
1948,3s4Ta240nYWgjmZ6UIjPBj,0,1,From Every Sphere,Ed Harcourt
1949,4LDnqBgnKpIW3Eaz9Y86NV,0,1,The Future Will Come,The Juan Maclean
1950,2EP52r15dtFMHnlxCyg9i5,0,1,Everyone Is a Ghost,Monster Movie
1951,0Qpmw8l8vLfO9iOAzR2trb,0,1,Pink Abyss,Shalabi Effect
1952,4uzVnDDCixTi8Q9RqE57mp,0,1,Bad Debt,Hiss Golden Messenger
1953,3H6BSj60KxhFD0O7l966JI,0,1,Square One,Bjørn Torske
1954,0CDOns8uKWNhZ0pGsGNBZB,0,1,Dang,Eola
1955,1P30OocvdOk5p1qCUxzejU,0,1,Steam Days,Nathan Fake
1956,2hnFG95OCnV24yP4UDXlzl,0,1,Hud Dreems,Knxwledge
1957,2169qq2aiycEtmgwEQlwgp,0,1,Memorial,Russian Circles
1958,7EULhdkBN8oSlJmv2rz3G8,0,1,Meltdown,Ash
1959,5ApGTozdCMPtuEbGLWOe7E,0,1,Raditude,Weezer
1960,4SlldHebG28ZuPKd2NYQVd,0,1,Anthems For Doomed Youth,The Libertines
1961,247I16lfq0j059OwEpE6EA,0,1,Somewhere Else,Sally Shapiro
1962,0T0hdMTypoYTFhgk4ugXkN,0,1,Fashion Week,Death Grips
1963,5bRWjHhJ3LU8QJ3hzE6ho8,0,1,Kish Kash,Basement Jaxx
1964,5ggQEV1BkwOHoePI92hrjv,0,1,We Walked in Song,The Innocence Mission
1965,5J8KbN5rw6h7qlEUSHIeuq,0,1,Joko Sinä Tulet Tänne Alas Tai Minä Nousen Sinne,Paavoharju
1966,2KQjqzq9VUEjIXaSZq2Xoi,0,1,Magus,Thou
1967,1PmGK1kgNAFk8oIoCrrxdq,0,1,Expo,Marbles
1968,0jRdgafpjYglol5SLaPiZ3,0,1,The Second Gleam,The Avett Brothers
1969,5JldM1vPlzn0vSSoK7Ny4h,0,1,Blush Music,Wovenhand
1970,5nZHrKvejY7vkRpN75sJn0,0,1,"Model 3, Step 2",Microstoria
1971,24NWX7epSO4Pg1WI3YRaHJ,0,1,The Cradle,Colour Revolt
1972,0clizyBheAnu7JRMPgHt22,0,1,Desperation,Oblivians
1973,05c1UvFyLyxIh6hjbIWhKm,0,1,A Bad Wind Blows in my Heart,Bill Ryder-Jones
1974,4BxxTBFJTpfV5geZjvTpJm,0,1,Murderburgers,King Khan
1975,6NUMXxMBXsCuth2PXt4d79,0,1,Faking The Books,Lali Puna
1976,5S0Zmc2gRC0BiS8sGaWLaH,0,1,The Drum Chord Theory,Matt Martians
1977,1Hrjke1m6bgyMGSof6vqJw,0,1,Go-Go Boots,Drive-By Truckers
1978,7IXPoqtzwpyi4bcy61wEiI,0,1,Art of Doubt,Metric
1979,2lHXVeEH8zpkjMCD6b6IQB,0,1,Meridian,Evan Caminiti
1980,1GedbzrnJWEdLnySwqEAzr,0,1,Heart Like a Levee,Hiss Golden Messenger
1981,4vURCpWl7MDH9OrihML0c9,0,1,Dear John,Loney Dear
1982,0nHa7yhIyuYgRL6msr9dJR,0,1,Made To Love Magic,Nick Drake
1983,4leulofh89nw4piqGuuFRQ,0,1,More,Beyond
1984,6iVmyoxtAHZ0hfOiHetcpf,0,1,England Made Me,Black Box Recorder
1985,0Dy6UqW0NHe80kBDvSc5JH,0,1,Deep In the Iris,Braids
1986,0f4GLDrVVs1DPLV8T7ZgDf,0,1,Book of Life,Masayoshi Fujita
1987,0GLyf7lp17uPSiTPOqU5vf,0,1,Hymns For a Dark Horse,Bowerbirds
1988,6pqV2hWsK1nK07Pe0LCUar,0,1,Lucifer,Peaking Lights
1989,3Y6NKZWa3Au57AWSjpYq7h,0,1,A Coming Of Age,Lucky Soul
1990,6fK8INtkp35d3amlIoTTYJ,0,1,Emerald Fantasy Tracks,Lone
1991,5uBlGaELTyGeP7FjSTOQRW,0,1,Restless Ones,Heartless Bastards
1992,54mPZEFOd9xENbj8juTcZN,0,1,Eph Reissue,Fridge
1993,7ooFgC4czv8uktMuYLjn0Z,0,1,Jessica Rabbit,Sleigh Bells
1994,7suTZDEkiDpzkouw300noM,0,1,Freedom Flight,Shuggie Otis
1995,4iSkgcy9kNrbqjuEVqHadQ,0,1,The Slow Bang,Madeline
1996,5K0MhYdjSCmwUWevE7fb96,0,1,As If To Nothing,Craig Armstrong
1997,22vKtJ1rfOz0CLrHPdompe,0,1,English Tapas,Sleaford Mods
1998,6MuoqipFgorIZEYwGWEFAU,0,1,Zaz,Zaz
1999,30PkYOROz0YGp8FBQ8GQ5c,0,1,Stay Home,The Beets
2000,71hpzCnp9lYUZgV4rUtdvT,0,1,So Beautiful or So What,Paul Simon
2001,3yMUPpcZT7BckFwul9zoNH,0,1,Elk-Lake Serenade,Hayden
2002,3qsfAM3HC4DGa1pMQ2457C,0,1,Glamorous Damage,GUM
2003,0YxRHKnTnNbLvgfSWm9E4T,0,1,More Is Than Isn't,RJD2
2004,5OVKH59yWJnv9qyfgUgXgJ,0,1,Super Extra Gravity,The Cardigans
2005,0iwLArcHR0YOpipGwm7CLW,0,1,A Christmas Album,Bright Eyes
2006,3Fj7WFcMMbCgcvzBA75UvI,0,1,Transparent Things,Fujiya & Miyagi
2007,3ywERU9rVKEpCQE50fQOgM,0,1,Thr!!!er,!!!
2008,09CuVwTa2k4vcxEmZaLv0R,0,1,Fits,White Denim
2009,1Y254TIuLJysTRUOMTAy3L,0,1,YOKOKIMTHURSTON,Yoko Ono
2010,36LXzRarDP8TU8K0REGpt6,0,1,Lazaretto,Jack White
2011,5bWOl4J17QLviFkJYboxGL,0,1,3,Pole
2012,3Oj8FdHcV6kAiOVWfkqRaA,0,1,Fantasies,Metric
2013,07IZq0DyjFvXVv6FxMPblS,0,1,As If,!!!
2014,5f8ShBJz8Tyv7vAaFhywRi,0,1,The Tango Saloon,The Tango Saloon
2015,0bb9iLMHdUJhFIVwOars3P,0,1,Wolves in Wolves' Clothing,NOFX
2016,5woWYPtFL1yreRRqKEGUyQ,0,1,Them,Them
2017,1mi0IPI3wcQL9ixMxKWxz9,0,1,Etc.,Jawbreaker
2018,4k2MPe3m2Dmt2LNtoGT11C,0,1,Nukkuu,Lau Nau
2019,6tm85DzozTrAi1KToCTYhT,0,1,Last Days of Wonder,The Handsome Family
2020,13UwfQZqne7ZQIkUZsAPLg,0,1,The Tree of Forgiveness,John Prine
2021,0m32xaQ0sD0HbXmQHnaz5n,0,1,Curses,Future Of The Left
2022,2dYpI1jDvEswqGoA3oMzrG,0,1,Champion Sound,Jaylib
2023,01G2vIEEdYxsXZyi4NzwyJ,0,1,Galaxy Garden,Lone
2024,27hofVNiffNgXYoNt9g4mE,0,1,Something For All Of Us…,Brendan Canning
2025,4oefDjrZeVwu813zF7sRlX,0,1,Befriended,The Innocence Mission
2026,3wDGpj7NpImQQzTtLLOQK1,0,1,Hello Sadness,Los Campesinos!
2027,4U1U4bqxzWp4pfN2ajknUR,0,1,One Nation,Hype Williams
2028,1wgCedeF322go1iCXvDl9d,0,1,Wald,Pole
2029,7cD7cpvMp636T6umawpsgK,0,1,Sisyphus,Sisyphus
2030,7KoYGyH8oK5m3hp5UhcBFY,0,1,Face to Face,Face To Face
2031,1gu0MVQaMO0TcrDc6n3uEJ,0,1,Apollo Sunshine,Apollo Sunshine
2032,1CICQQAxvXbayxDF5jJETJ,0,1,Trumpeting Ecstasy,Full Of Hell
2033,1bTEsAzifIdXTn7xpo9eGm,0,1,The Calling,Sevdaliza
2034,2Ha1FUPZ0RDMjLZFu1iVO1,0,1,Beast Epic,Iron & Wine
2035,6Gr9l3W2dr8YZ1SzJwRRKE,0,1,Me,Empress Of
2036,31Q62Tm6XFynIOGOQMBOT8,0,1,Lion Devours the Sun,Boduf Songs
2037,0NcNBTmSlmg6pTBBD4uyUO,0,1,Sunny Border Blue,Kristin Hersh
2038,66xZNCqJfNIovk9sCcSC2B,0,1,Do Whatever You Want All The Time,Ponytail
2039,2uAUorcFLZ2vMlbLbvVaIM,0,1,English Oceans,Drive-By Truckers
2040,6lpL3sgUHW2hBV1kZgU9Rx,0,1,Ragged Rubble,Double Dagger
2041,7MhCpYjnvvaGMIZHaXNXAF,0,1,Asphalt for Eden,Dälek
2042,18Kzl8sFlYmagaYCxuamGo,0,1,Wrought,Broken Water
2043,3EvxSTrsGFIteFbRerwcLP,0,1,Disconnect from Desire,School Of Seven Bells
2044,0X0A2zqpr1ZubW4eSOSrfz,0,1,System 7,System 7
2045,08eRmv5QDqzFkLR0B8DhoO,0,1,I can feel you creep into my private life,Tune-Yards
2046,73lLeNfTfsE4KE7PJxvxrl,0,1,Perfect Pitch Black,Cave In
2047,2JQ1ByFpRfyG8RtRo5KeFW,0,1,Black Telephone of Matter,Mika Vainio
2048,00VIGPygVKjYbWXfoOaqHa,0,1,Heart Of My Own,Basia Bulat
2049,7N2DFqOrhz7yo5yKKPgL4q,0,1,Apocalipstick,Cherry Glazerr
2050,4hlp9aOHxgOBh7JK4PakM6,0,1,The Take Off And Landing Of Everything,Elbow
2051,3fRqwg5kdaL2FxLtBCF3AG,0,1,Berserker,Jane
2052,54adfXSy5K80z4q4jjM2yt,0,1,I Am All Your Own,Ilyas Ahmed
2053,3eOoLCttqUKB4Pa3VO887M,0,1,Angels of Death,Jennifer Castle
2054,2h0HRiGQVwkcE3F9PMm76Q,0,1,Apologues,Masayoshi Fujita
2055,10CBKFjUjk1VxnY304125O,0,1,Heartland,Owen Pallett
2056,3T2Ge9LYaHnnFqkd1BeLUH,0,1,Spät-Europa,Asmus Tietchens
2057,6fAdwaAfxFEc8hUInXT8NS,0,1,Olympia,Bryan Ferry
2058,6GEMMxfQVeQv6asV3ulqgd,0,1,Gentlemen,The Afghan Whigs
2059,1Uw3L9tXHZFuTS1lepKNVk,0,1,Thrice Woven,Wolves In The Throne Room
2060,6VGQy85rzNDBaejPSD3KmA,0,1,Sand,Philip Jeck
2061,653wRjqO0GOZPQPcXpeAXD,0,1,Be the Cowboy,Mitski
2062,1dzdJ9A6zQrnWRw9q7HeME,0,1,2,Pole
2063,3gGBpFrVocKGXt1u51TTum,0,1,All Your Summer Songs,Saturday Looks Good To Me
2064,5phGJluEP1wZ95nyxsSe4s,0,1,In Spirit,Mars
2065,4ca80xGaUn6Z2LXqgyA19H,0,1,This Is Head,This Is Head
2066,5AteSiIZMyjzqApnZw2xCb,0,1,In And Out Of Focus,Focus
2067,4HdHqtYZGn5HbQayZAMYmw,0,1,"Until in Excess, Imperceptible UFO",The Besnard Lakes
2068,49Y4TvYCT4ArQw7yKOvubl,0,1,Causers Of This,Toro y Moi
2069,73zrcJfdbM80ycDwQjzu9J,0,1,Stainless Style,Neon Neon
2070,5YBiwZtLNfixvdnZfue2HC,0,1,The Singles,Basement Jaxx
2071,69AMzqtrxZgb2xmPjnTach,0,1,Songs for Singles,Torche
2072,1xRsnyytuSTf1rIxWV8m2r,0,1,Hyperview,Title Fight
2073,6La8JY1hmbtKsrETBUhYj9,0,1,Ash Wednesday,Elvis Perkins
2074,3haLhyalAjgK386xlKAvKh,0,1,Fires Within Fires,Neurosis
2075,4io70N3rweJC7TKvZfcVAD,0,1,&,Michael Mayer
2076,6eW8RSaJVFcCgV7DuLWVan,0,1,In Reverse,Matthew Sweet
2077,7G3Cioq9JzOFFcKkbGNADT,0,1,Sushi,James Ferraro
2078,5sEODShzaKBdpGMBuRgAQk,0,1,Putting the Days to Bed,The Long Winters
2079,5c92XNwoGcrQ4rWUX2M3aK,0,1,Battlefields Forever,Big Business
2080,3y2t8420CCJiy3dX8LzNiR,0,1,Rocket Juice & The Moon,Rocket Juice & The Moon
2081,1abQ4fXZ8zjugANXORnBZk,0,1,Koch,Lee Gamble
2082,5L7Ph5PhFtwfE4lVtiPjDJ,0,1,Super,Pet Shop Boys
2083,1R0BP6MeMLigDNaoztxUAZ,0,1,Guero,Beck
2084,3RHgq8Fcirh19EGYkHesva,0,1,Irreal,Disappears
2085,79R3sZiuAhAS951pnbXYFZ,0,1,The Apple And The Tooth,Bibio
2086,5mcuyVRQmrRlfFqDDfJI1q,0,1,In a Poem Unlimited,U.S. Girls
2087,2pr2jDAM1dE1nwryWhyjxV,0,1,Living Thing,Peter Bjorn and John
2088,2jypyY7WFPxRPiMqzkOR4n,0,1,Short Careers - Ball of Wax,Eric Bachmann
2089,5jHcGDfTT8YbqyHPzKYvG2,0,1,Great Lake Swimmers,Great Lake Swimmers
2090,231GfVK3kgXDSdueYQQhcg,0,1,Grow Up And Blow Away,Metric
2091,002R3VS26lC2w5Kx9RvMzo,0,1,Into Sixes,Connections
2092,0lYJfrAdIT65115h0CWoAg,0,1,soil,serpentwithfeet
2093,5CMEkdNH64iiW38Rc9JTz2,0,1,The Californian,Sunday's Best
2094,4qDzKqWk1L0GElqe7ta2SG,0,1,Drainland,Michael Gira
2095,7K6JtyaSSVr7HidQsCHun0,0,1,Odessey And Oracle,The Zombies
2096,4oQTEYCEo8cjWduyOxMCZA,0,1,Stateless,Tangents
2097,3P2vcYCOMzyQThpAnmCTi2,0,1,All Yours,Widowspeak
2098,6KOaPwfnqRYrFiAkYgZL5e,0,1,Glimmer,Jacaszek
2099,78Zni5rdSimFL9RROgowT4,0,1,It's a Crackhaus Thing,Deadbeat
2100,5hB4jVN4ZHpubyiMmW81K1,0,1,Art Angels,Grimes
2101,5tTmosmyV33wCiwniZc4Qs,0,1,Depression Cherry,Beach House
2102,5PfXgN1QUM9hpwdyyDeB5N,0,1,Land of Look Behind,K. Leimer
2103,3tQ94OE4qQERnDxZ2sRDEo,0,1,The Ugly American,Mark Eitzel
2104,3n1jTsW0E5gEsiftAFx3N6,0,1,24 Hour Revenge Therapy,Jawbreaker
2105,2fZEM8KKK4JV2I0LJCNvpJ,0,1,Circus,Black Devil Disco Club
2106,2Fez8YmdKDD9732QTBeJzt,0,1,Blessed Black Wings,High On Fire
2107,1D4Eap1kGlRVUVWuLp5df6,0,1,Thora Vukk,Robag Wruhme
2108,1mmJbLy2KPBm2BoFumyxL0,0,1,The Double Cross,Sloan
2109,1jg4hDHRD1CpYZkWKuLX2Z,0,1,The Sun And The Moon,The Bravery
2110,5FPGpuLVRHQVVF5mCAy4T1,0,1,Sorry I Made You Cry,The Czars
2111,1vUbZ9FZunaDRt3w70K7LO,0,1,Future Breeds,Hot Hot Heat
2112,2YtYqOBWgTT3V6XdHNc9t5,0,1,Something About Airplanes,Death Cab for Cutie
2113,6APjeK0fvpxKrQbU8mIOnJ,0,1,For All My Sisters,The Cribs
2114,6JiPQzrQs9VTk0cRW9kyS2,0,1,ISAM,Amon Tobin
2115,5zXCkTQBeSfeSxEG82DRRM,0,1,The Amateur View,To Rococo Rot
2116,1dUdM0ZNWGNcPOWA6gUv5R,0,1,Phantom Punch,Sondre Lerche
2117,0SnOj7TjuJiZqDaaeHbt6K,0,1,Destination Tokyo,Nisennenmondai
2118,46nptfS6NK3qRvPuxtkNca,0,1,A Rare Sensation,The Chinese Stars
2119,5ZSzYXnA7Ofnn5k8XET2O3,0,1,Renihilation,Liturgy
2120,0sN8xwt6y8GfFCnRJiBg0u,0,1,Rolling Blackouts,The Go! Team
2121,2BmceJHiy9RTyvaB1IU0P6,0,1,For All We Know,Nao
2122,6EN2pMqA77iQVYnn9H1rui,0,1,The Charlatans,The Charlatans
2123,6WCWxMMBOvsAQl1SLUTMup,0,1,1989,Ryan Adams
2124,1j9N6oDQJuv1MxPvKkps0i,0,1,Migration,Sambassadeur
2125,0V5qZl9kFKaPY4FMwnwOwq,0,1,Early Output 1996-1998,Fridge
2126,0T3mVzUMygnybrKzCcpmul,0,1,Behold The Spirit,William Tyler
2127,2Uv5xoWfFbl2o7KdcCglOD,0,1,Magic Hour,Scissor Sisters
2128,6CgvV6nP1ilCqVSfsgTWX8,0,1,The Clearing,Bowerbirds
2129,23cl7dningjCbwiNpOyFMP,0,1,The Dusk In Us,Converge
2130,6jHqWNRmfOJOPvzz4QIjT3,0,1,Pagans in Vegas,Metric
2131,4jTOEXnxojAdxJhwFWArzC,0,1,Squeeze,Squeeze
2132,5qaIKkOfGTF61S4qsDeLVS,0,1,The Fire in Our Throats Will Beckon the Thaw,Pelican
2133,3xs11Oj1uwZXdViPlQrVoH,0,1,Let In The Light,Shannon Wright
2134,5xHtvXRehqyqlIlrip92N3,0,1,The Coathangers,The Coathangers
2135,2Xx8ZUbuoyKnDgHh6Ot4xk,0,1,The OOZ,King Krule
2136,26gkffOvs2DQvsDza7l2Ur,0,1,"Am I Happy, Singing",Ricky Eat Acid
2137,2bH90aULuT0vmo10zSy4uH,0,1,Love In Shadow,Sumac
2138,76pLwpyIe8kWh3s1DjUjQX,0,1,12,Supersilent
2139,5K7VYgm2UUdIdis8H3zMhA,0,1,Lateness of Dancers,Hiss Golden Messenger
2140,3RAdsUGbFZq3WPcdep3kid,0,1,Bones,Son Lux
2141,0wsRyM7gcmbN5l0RiOArGc,0,1,Fight Songs,Old 97's
2142,1YH8IJ0mbhyQmYoTUJgekk,0,1,The Heart Is a Monster,Failure
2143,24NAohwN8N01dag1DILnM2,0,1,Invite The Light,Dâm-Funk
2144,4JvqNOHhRlmmRedc3NK7v8,0,1,The Elektrik Karousel,The Focus Group
2145,1QnQjcZSbBIvovIEJAbXr4,0,1,Double Dagger,Double Dagger
2146,6BK3muExDOuk0VnyMn9NVw,0,1,Kintsugi,Death Cab for Cutie
2147,62t7avflSxMRfEoJEhFikS,0,1,The Bedlam in Goliath,The Mars Volta
2148,3zeDrhkNv8872fC7CsOCpI,0,1,Alice,Tom Waits
2149,6rddtxg7JBg8cFUYxcN2ew,0,1,Cult Of Luna,Cult Of Luna
2150,142L7iKTppWhrQo0cq2ND3,0,1,Ringleader Of The Tormentors,Morrissey
2151,3Hfzq8ppZoC0pkwTuEMF4g,0,1,Created in the Image of Suffering,King Woman
2152,38zqKJcP6QQYO9hNzZ7Usy,0,1,Ibeyi,Ibeyi
2153,2MOk5HVmGRfhYHfpk1noBT,0,1,Brigid Mae Power,Brigid Mae Power
2154,22XqoLB7VrHZzGaPnTDW3u,0,1,SVIIB,School Of Seven Bells
2155,7vdKdYYP7Cys8lUtlrkfON,0,1,Burning Daylight,King Dude
2156,3qbKZjsp9Hr4uBdgF6F7ya,0,1,$uccessor (ded004),Dedekind Cut
2157,5pxhUfQYCg7Onzr73TKUnU,0,1,Big Star,Haley Bonar
2158,2LkimEADnNJT8pyAILhwbV,0,1,Mediumship,Dikembe
2159,0glWUNA3VeICkmoEp7UwXQ,0,1,Yes Lawd! Remixes,NxWorries
2160,0wFWRBVCwkMNjx7BK3CzbW,0,1,Faraway Reach,Classixx
2161,6zI3GztkeGlEwyGj847GVB,0,1,Hell Songs,Daughters
2162,2v5WLE5hXtlaX9uvwJcvfp,0,1,Here Comes Love,Superpitcher
2163,43dlTOeduyuBxlootwvoFH,0,1,Existers,Lucky Dragons
2164,6ypUoYOHYAEGAAli8ovYlY,0,1,"Hello, Voyager",Evangelista
2165,58r8s1gU3WqWO0t5Rzelnr,0,1,How Shadows Chase the Balance,Boduf Songs
2166,4JiCWuIc8Yy1qpXW1Eq2aH,0,1,Aurora,Esmerine
2167,5jUgvTBN1Z01x4BQPwZIZB,0,1,Out Into The Snow,Simon Joyner
2168,18L3DiaBjO2Nm2XRUTLKCy,0,1,First Frost,The Lucksmiths
2169,1tuyauFAGV0zCoq1m5T1NA,0,1,Oblivion With Bells,Underworld
2170,25DyIBkqzuy4YD5BgJEgm0,0,1,WORRY.,Jeff Rosenstock
2171,6zmGy8l0Xz4Snqn00zLSQq,0,1,Dissed and Dismissed,Tony Molina
2172,1O0gDaMcBxXcunTqSotLf0,0,1,My Best Human Face,Moonface
2173,28DI3wfImTqTrHkPiOa0PI,0,1,All We Love We Leave Behind,Converge
2174,7pxBfCGJtq0NpszXZb76Pf,0,1,DJ-Kicks (Lone) [Mixed Tracks],Lone
2175,3mTtyU2A7EidNBZ8BQdjnt,0,1,Find Shelter,Noah Georgeson
2176,1JpaFJzzcsiulO6MdIcQdK,0,1,Summerteeth,Wilco
2177,2dPkLiFAyg3k4FxziJrJ6r,0,1,Get Lost,Mark McGuire
2178,0dHvSm9KODRYljtSf4sgfA,0,1,Happyness,The Aluminum Group
2179,0hQQPEjVB6Xp3DMvVmG45K,0,1,Dynamics,Holy Ghost!
2180,6SvHvMz2Qkih5y8pxXqXYe,0,1,Film Molecules,Tender Trap
2181,4bTWH5P6CykNnANLOAzKCR,0,1,Again,Colder
2182,6XJujBkWZYlhTtxYRcDHr3,0,1,#N/A,Nisennenmondai
2183,0zsIAkTs05KHAvkScS3gjJ,0,1,Astronomy For Dogs,The Aliens
2184,7FD9GBdQFfC2XEJhAB7AbK,0,1,Can You Still Feel,Jason Falkner
2185,6zG9PHw8dlMLIyRE9TEGGk,0,1,Sleep Well Beast,The National
2186,5vI1UvJLIPAKf1kvzgPaTO,0,1,Hallucinogen,Kelela
2187,0OpxhRNJcx2RxABfT6Fju7,0,1,He Was King,Felix Da Housecat
2188,7EPHzkk2dzoZpjHR8PB1ZY,0,1,Kill the Lights,Tony Molina
2189,1qN6qh1gwgrYTCdSq21gov,0,1,Oh No,OK Go
2190,6sYancU3Jr0hmO7zqyTiWr,0,1,Bunny,Matthew Dear
2191,6GtKB1ezYtF36kLkzG5sIv,0,1,Stick Music,Clogs
2192,00h6yFKc9xWB6MnfRjpMFP,0,1,Labo -M-,-M-
2193,1Qp047VBGL9d1PkHWKuqG5,0,1,Just A Little Lovin',Shelby Lynne
2194,0QXR35cmVmCE8L0aWt8xis,0,1,The Planet,Young Ejecta
2195,1CF6jSJRAaItzUnW4uZQi8,0,1,Why That Doesn't Surprise Me,The Lucksmiths
2196,4C6G2CphpLh62SPsOtNf6g,0,1,Hangin' At The Beach,Delroy Edwards
2197,7EWoJBkexhSaNFFHmGGDLu,0,1,A Loud Bash Of Teenage Feelings,Beach Slang
2198,3z83ixPl6YRnsdSrQKZeGG,0,1,The Optimist,Turin Brakes
2199,6b3c9R9fLzeNmr3Mq588qm,0,1,Draumalandið,Valgeir Sigurðsson
2200,6StNTJJ7Yq3Hf121kLvPBz,0,1,Weezer (White Album),Weezer
2201,49kzgMsxHU5CTeb2XmFHjo,0,1,The Clash,The Clash
2202,5GyjftTci65k0lr3TTnh9t,0,1,Picture You,The Amazing
2203,2vv3MgLUsrZ6WBScPTJ894,0,1,Nebula Dance,Ital Tek
2204,2PQocKIYChY3WTBS6lNCTH,0,1,Surrounded By Silence,Prefuse 73
2205,0jMBAo2pk2cEE0aJ3WseMl,0,1,Sing Into My Mouth,Iron & Wine
2206,0DbVbT0OcpMCgsV74gHLs1,0,1,The Earth Is Blue,Damon & Naomi
2207,5tDVFuu0DnRO5tHGnsHlmA,0,1,Dolores,Bohren & Der Club Of Gore
2208,3LyQt9bX2ryV427CTTdGGB,0,1,The Looks,MSTRKRFT
2209,0SJgIBNJev2lbCeixWQZGA,0,1,Buffalo Tom,Buffalo Tom
2210,2BYBgtFWz6nqFfZQKvsLf6,0,1,The Sex Pistols,Sex Pistols
2211,0uTJdsSuv2Nx9WeubLs2QK,0,1,A Readymade Ceremony,Felicia Atkinson
2212,6pj5dUiqvze7DxKowHkiM9,0,1,Great Lakes,Great Lakes
2213,7InkjEka2FElWJ9RNr8ulQ,0,1,Long Island,Endless Boogie
