id,size,x,y,z
0,0.11398042330921525,-13.90900142644243,-64.09868815170051,22.82320179393964
1,0.15467046942096363,-72.7980794482953,-29.10414027772849,-17.11812756901177
2,0.034019376677655325,83.71903762611171,84.66649165546767,-37.26326888899017
3,0.0314898808557665,-5.458001836987406,-98.89114997803401,54.033788026649304
4,0.1616973027293242,-31.043309879679718,-29.39779567418116,-10.586969909130282
5,0.07737311255393661,38.278417017994045,66.59340797786442,-22.093872444049996
6,0.12021901943844743,18.519612896800336,47.3726680114188,52.9290238917274
7,0.11494719296956352,-4.460662755949479,11.310674134385335,-5.533199599901848
8,0.05418230988630113,-21.244582198805173,-9.431207731613526,-63.86331927822269
9,0.13742091215882632,8.396570005253404,20.979740034121477,26.672743976990407
