idx,term_id,term,relevance,x,y,z
105,18247,seymour,-9.302300453186035,-1.492497628181155,8.153436038769676,-10.784542410112469
106,9325,astonishingly,-9.324899673461914,-1.2572920564952481,7.309328389860685,-10.211334965000365
107,20021,glorification,-9.344300270080566,-1.2581621617467185,7.286679036677148,-10.212996889809444
108,16306,entertained,-9.357999801635742,-1.4204348997576348,6.898701472651645,-9.652413866681009
109,14272,bloodshot,-9.370699882507324,-1.3301111245624653,7.658323323173245,-10.838936690176338
110,9248,analyzing,-9.372900009155273,-1.2881402316899349,8.081316217767968,-11.687132760158713
111,18540,mise,-9.421699523925781,-1.6747046060605444,7.247267857280246,-10.102149490318281
112,20357,conceptualized,-9.474100112915039,-1.6041437577874638,8.056038597591032,-11.956324888547723
113,18982,whacked,-9.477700233459473,-1.33274855998205,8.352853132193113,-11.633527913919623
114,16158,macbeth,-9.47920036315918,-1.3324215182072225,5.900813173328024,-7.499429573659899
115,19493,overstays,-9.514399528503418,-1.347649228896723,6.353767651189972,-8.786829822048434
116,15994,snuff,-9.525099754333496,-1.4333701572893445,8.263094499938994,-12.02400859636669
117,18912,messiness,-9.52810001373291,-1.7331025588204299,7.702987857133464,-10.647907107950997
118,19631,overcomes,-9.528300285339355,-1.8165516016335161,8.098191609086152,-11.517560788761477
119,3886,stoker,-9.581000328063965,-1.3304486667500266,5.892737477599565,-7.481930547233713
120,7791,technologically,-9.597700119018555,-1.8342020986639689,8.184055000974144,-11.789034954815724
121,5570,mindedness,-9.611900329589844,-1.6160140021213651,8.380627957371038,-11.462965938036694
122,20020,biological,-9.676400184631348,-1.528679407864116,7.727055017414526,-11.417415533416811
123,16488,budapest,-9.716500282287598,-1.2564988050211154,5.510316409645135,-7.000682663899055
124,14858,throttled,-9.746700286865234,-1.576188999417998,8.52703030636332,-12.373979268086725
125,14576,peculiarly,-9.750399589538574,-1.3201854329250937,6.019635422047464,-8.193056867756878
