term_rank,doc_id,x,y,z
0,487,2.5136513092009745,-2.1721636816044008,0.16302379369287556
0,3075,2.4845653312710168,-2.153813861737789,0.1425245758278944
0,3210,2.481289509350736,-2.1420854402259937,0.15348034408443834
0,1095,2.530868831978263,-2.135266493421263,0.2661364806090496
0,5647,2.571919982214501,-1.490588104008612,-0.2857044458480137
0,1592,2.4679356877380387,-2.0642978862826182,0.06290409203846914
0,3185,2.260564373934508,-2.80910861576837,0.2663518908410961
0,3163,2.626802782357052,-1.7862440481047615,-0.6815300289596304
0,2687,2.481029782076975,-2.072518018879642,0.19122398924301742
0,2739,2.525492418336639,-2.098738121948377,0.22351183499329413
0,1206,2.942663655627394,-1.6842869752238623,0.11236587266397377
0,2342,2.85498878989789,-2.1969176397258,0.3245319547316492
0,2059,2.5202366885179392,-2.203132195312721,0.20404181466586457
0,826,2.4099859602545823,-2.109304786476009,0.17266038151642585
0,4810,0.9842536052748966,0.09518087926924713,0.660528368739408
0,1425,2.4179044445981104,-2.1939023527000936,0.26278048719881997
0,1787,2.663335238423724,-2.084891119446853,-0.6357958358425563
0,1291,2.681609124321249,-2.025530831421121,0.1940349634708004
0,378,2.5360276510011857,-2.249355614548631,0.010778840635908431
0,446,2.295239537180283,-2.192314284279325,-0.4214312137414845
1,1209,-0.9117856315309854,-0.7122412630457688,0.6817998568858827
1,315,-2.0052417949168153,-1.1427313422419867,1.1339298937519793
1,4048,1.6036218699911862,2.0267563047869936,-3.228419593700452
1,6468,0.9605990838742335,2.072053107155498,-1.9986082324097183
1,4354,1.7811713703808856,4.137944414250981,-1.4490671880918589
1,2098,-0.7060515262308459,-1.8469135872765166,1.5104237170293482
1,4752,3.6847894624740514,1.962587935259254,-1.1517686617966467
1,5062,1.770059615880132,0.6005848660348572,-1.1615074439329196
1,623,-0.992835192210595,-1.030336252131949,0.5865434604530525
1,2260,-0.8991523023521113,-0.914101171299988,0.47134877233754335
1,112,-3.5843285343820064,-2.2844415274043115,1.6558498744374355
1,5523,0.6096993781739594,-0.03245020033803515,-0.9769018238612265
1,3417,-2.9922047706752073,2.104766370823857,-2.50459622032816
1,1518,-1.4701519375828669,-2.164257214260603,-2.08376653915726
1,888,-2.0186902374349485,-2.770181970196054,1.1416878414709573
1,3176,-1.358221186650054,-0.9498366871894512,0.9642515063299317
1,1088,-2.6681209952402494,-1.3134640389353842,1.6261875913133446
1,3281,0.7216132355353179,0.0945967365542864,-0.9320464294327001
1,589,-1.9381648256558666,-1.1202779883276832,1.1554083916363904
