idx,term_id,term,relevance,x,y,z
0,3116,performance,-5.920400142669678,8.925449323234485,2.9839520065759912,2.932026773241746
1,2099,metal,-6.367800235748291,7.983433098736862,1.9776270071213817,2.504162777320126
2,688,story,-6.422299861907959,8.90752417642207,2.9696820465317826,2.9146181922697463
3,753,black,-6.528600215911865,8.0726992237392,2.161289567945323,2.4434214282790276
4,1325,scene,-6.542200088500977,8.243829157344491,2.510629775219237,2.358677811056386
5,1219,heavy,-6.700099945068359,5.127741879636804,1.3814118780830442,1.756612433149142
6,1063,seen,-6.709799766540527,3.4441342661608525,1.6234955203932788,1.8021958715885222
7,20485,fincher,-6.7378997802734375,-0.8112854147019484,-0.46934515450516723,-0.5018880200250174
8,1590,look,-6.744900226593018,7.9706108608145785,2.5127483852491794,2.2699888688067804
9,32,career,-6.755899906158447,5.2409216276227175,1.8326592103830128,1.599106675937283
10,136,lost,-6.84689998626709,5.7243612843205804,2.02629359988137,1.9367855735407709
11,500,city,-6.852399826049805,6.608235021469341,2.197805627929783,1.8721546449522344
12,315,decade,-6.869699954986572,5.1309855700249125,1.583590354683575,1.576116407751263
13,812,human,-6.879000186920166,6.194362164120966,2.2429775066770077,2.44088158449696
14,1879,give,-6.8821001052856445,5.687567058658249,1.9728692186709254,2.358583008688065
15,300,close,-6.896100044250488,5.473685365391518,1.5916951226114822,1.9637502104041413
16,2564,american,-6.910699844360352,8.019447282392164,2.4119713517545343,2.1744907911724294
17,6783,pollard,-6.914000034332275,-0.4652990110349715,-0.30953271968870655,-0.3362200506903471
18,2222,home,-6.929299831390381,6.025157248214584,1.7499459170861662,1.676258066826589
19,85,genre,-6.93149995803833,7.066373195725134,1.928495838016799,2.207531374476371
20,1207,going,-6.95359992980957,5.677419036756781,1.930306606366951,1.7548958926837241
21,2336,drama,-6.954599857330322,8.224787460919064,2.629093680679217,2.1064980485454186
22,2060,death,-6.957300186157227,7.4735910505661725,2.224032437465575,2.3298133686284044
23,929,character,-6.964600086212158,8.838992027876309,2.92038949313094,2.845230996745974
24,229,stuff,-6.9670000076293945,3.5265185521819573,1.3430465769107833,1.4850374182895458
25,976,folk,-6.9704999923706055,7.340661652799247,2.1828596983104327,1.886276912342484
26,45,course,-6.984899997711182,4.001836951499153,1.2668802338550436,1.404084753674693
27,2438,blue,-6.986800193786621,6.975065419536075,1.9929595378315264,1.915383419511365
28,11,after,-6.9882001876831055,4.73325149709037,1.5260615393082073,1.624062847962111
29,4192,director,-6.991000175476074,8.869660033734567,2.9477904706634623,2.871083202241836
30,63,effect,-6.99459981918335,6.464420327957105,1.8273574992429924,2.193782994551473
31,644,producer,-6.995699882507324,6.833552340998617,1.9577854769313856,2.1690908427712587
32,653,real,-6.9984002113342285,7.52509414991189,2.4145518304528584,2.1671438554651883
33,50,despite,-7.019899845123291,6.07136685846641,1.630021921510858,2.095408040925142
34,184,pull,-7.025100231170654,2.642998953463115,1.082453472569623,1.1512467482606241
35,1023,more,-7.028299808502197,4.3849747802171395,1.4918600113628213,1.578547921897461
36,12,again,-7.035399913787842,4.403832516302797,1.4707569081071024,1.542353987010741
37,4,acoustic,-7.035999774932861,5.664374288673879,1.573382746445052,1.5820352868361098
38,735,young,-7.040200233459473,5.963927441453522,2.12872175822433,1.6907074964182354
39,2275,riff,-7.061100006103516,4.8391796641738125,1.2711968095654436,1.6965221453302763
40,175,pretty,-7.065000057220459,7.5060804223138184,2.316108037791085,2.0655331063597333
41,1173,drive,-7.065400123596191,1.9050378512951776,0.779092077363428,0.8112970599145835
42,363,later,-7.087600231170654,3.625590383515051,1.1815711609641508,1.2853795953538112
43,222,star,-7.087800025939941,6.7568604016555085,2.3405373531631577,2.1433007189654902
44,1149,closer,-7.0945000648498535,3.348727368837559,1.1179486750802192,1.196068984795454
45,2015,sure,-7.095099925994873,3.6113978375346885,1.2737078886240571,1.4007171708999526
46,1102,actually,-7.098299980163574,5.220928535075003,1.602846985222289,1.6115068485865587
47,421,space,-7.103000164031982,5.876202867073995,1.5573834463475973,2.019524482031189
48,1172,down,-7.104499816894531,5.720176091033832,1.636032525693637,1.7506912140025603
49,2484,gone,-7.1107001304626465,2.8198421496560173,1.1544578390395641,1.2453556409702675
50,2254,occasionally,-7.156899929046631,3.102683434981137,1.1865152975620605,1.280128986282391
51,572,hero,-7.162399768829346,2.2087870340750455,0.8980483550202563,0.952030957400998
52,1040,plot,-7.168099880218506,3.971473797192633,2.0760919262427184,2.318323470524591
53,3097,hope,-7.1834001541137695,2.554643377590948,1.030313847329915,1.1000200366994155
