idx,term_id,term,relevance,x,y,z
0,112,house,-6.294000148773193,11.19773911129762,-1.0409237325503735,12.973859372168553
1,1325,scene,-6.476900100708008,12.15994780286923,-1.5158496373320127,13.722183554696
2,644,producer,-6.634099960327148,11.037377365065302,-1.0997090139380996,12.49492929421812
3,2060,death,-6.6508002281188965,12.329297636682016,-1.7293894892713095,12.923151402638052
4,1989,noise,-6.699900150299072,10.630065576497195,-1.17977364644388,11.311359089415395
5,411,show,-6.709000110626221,10.99062612873672,-1.1951444526948254,10.73835448427127
6,1712,dance,-6.751500129699707,11.051497333484406,-0.9449518051823211,12.835720502847087
7,129,label,-6.77269983291626,10.09011742140072,-1.195455117269003,10.278074160309112
8,300,close,-6.787700176239014,10.600123507496445,-0.9117064861064442,9.857476466740826
9,368,material,-6.789899826049805,11.28992810237516,-1.326039745729446,11.618054357997117
10,85,genre,-6.810100078582764,11.507484123684224,-1.1055099731849363,12.525857987061084
11,175,pretty,-6.811999797821045,11.780408121622914,-1.663066387569608,12.972264636747315
12,2710,electronic,-6.821499824523926,9.58781211038878,-0.9055990939949415,9.736991429751233
13,1175,easy,-6.829999923706055,10.531280232609308,-1.56792132028856,10.178792911716384
14,161,original,-6.8379998207092285,12.138194223259518,-1.1307855418495563,12.556678251834265
15,2438,blue,-6.8643999099731445,11.870086572477526,-1.7208274731590185,12.19675058101817
16,688,story,-6.8719000816345215,12.534564879331583,-1.221423913030856,13.99133553824122
17,2459,deep,-6.877200126647949,9.304995276017051,-0.8842171359783547,8.566655808854625
18,2702,dark,-6.877699851989746,11.678212441848626,-1.8756004403381161,11.803197702974057
19,1260,maybe,-6.900599956512451,9.786733326965361,-1.6184436382947691,8.329522950316806
20,1599,night,-6.90910005569458,11.099449932790693,-1.015038879645157,10.570119581671037
21,1205,get,-6.916500091552734,11.145425523042173,-1.2939575164625525,9.7115505040689
22,131,left,-6.916999816894531,10.612240179310332,-1.102738788317886,9.747133375113895
23,178,probably,-6.9207000732421875,9.983519662197923,-1.6180312886940853,8.47749766087229
24,2222,home,-6.928699970245361,10.874375516071298,-1.652357765097423,10.746862166000982
25,223,start,-6.933599948883057,10.601407562981377,-1.3662332456526063,10.879438534675078
26,2314,action,-6.948400020599365,12.768565366689554,-1.0515451431882326,11.07792842211788
27,2226,hour,-6.959099769592285,12.260069660782385,-1.1620969749420058,11.28663219957117
28,735,young,-6.975900173187256,11.320025440732945,-1.641010988967412,10.687299128577804
29,2315,approach,-6.981800079345703,9.584309459779062,-1.3177465819498548,9.124060334954239
