term_rank,doc_id,x,y,z
0,4193,1.2948514323646434,-1.0388037008157847,-2.0303654166113123
0,6279,1.4552501803641862,-0.8635435159491183,-2.0434129211947565
0,7167,0.7037931766655863,1.9331300757272298,-1.8929764042339026
0,6648,1.3728041677266778,-1.0255080241725554,-2.1096164761947866
0,312,0.4224139834441753,-1.5619704804023467,-2.4197199945890207
0,4575,1.3069210621024365,-0.8528977748440234,-1.9298695494539586
0,2053,1.0548181945089237,-1.2137146048192,-1.8906505722786846
0,4144,1.6897644708677624,-0.8543076566699364,-2.3714411715135544
0,3050,2.6505786668990785,-1.6118535300868255,-3.6792460914690532
0,3105,2.6257778488239705,-1.597424357513259,-3.6455258352883413
0,6212,0.5249620029221148,-0.05377576119092163,-0.6032586241895892
0,4230,1.3419290301599842,0.4458386908929606,-1.137647686621523
0,2447,2.651458463410719,-1.6116128339294926,-3.68096455864106
0,6958,1.4341967286937245,0.02309872173189037,0.214003194559452
0,1509,0.2376879038133887,-1.9204193741905011,-1.0623234273267799
0,4387,1.712234794083738,-1.01550005096255,-3.135860051288814
0,2112,0.4305444911641075,-1.5009347024709456,-2.218853805204534
0,103,0.4437302015293125,-1.6081105484875495,-2.5653184847156636
0,3163,2.626802782357052,-1.7862440481047615,-0.6815300289596304
0,2960,1.0941555134771628,-1.1631926903392091,-1.4447530747830097
0,1962,2.630066472361324,-1.603530489538582,-3.6528534143908655
0,5273,0.3454253119385475,2.2055839520206693,1.8077086208613549
0,2558,0.4220696829744728,-1.5606774141861168,-2.4638937178310027
0,2146,0.41382821302520145,-1.6325189748203162,-2.6201790568100445
0,5043,-1.3061476410258,2.1206628997913826,-3.1009606472626645
0,6460,2.27610011160565,-0.5585190167084486,-1.7731071365665136
1,487,2.5136513092009745,-2.1721636816044008,0.16302379369287556
1,3075,2.4845653312710168,-2.153813861737789,0.1425245758278944
1,3210,2.481289509350736,-2.1420854402259937,0.15348034408443834
1,1095,2.530868831978263,-2.135266493421263,0.2661364806090496
1,5647,2.571919982214501,-1.490588104008612,-0.2857044458480137
1,1592,2.4679356877380387,-2.0642978862826182,0.06290409203846914
1,3185,2.260564373934508,-2.80910861576837,0.2663518908410961
1,3163,2.626802782357052,-1.7862440481047615,-0.6815300289596304
1,2687,2.481029782076975,-2.072518018879642,0.19122398924301742
1,2739,2.525492418336639,-2.098738121948377,0.22351183499329413
1,1206,2.942663655627394,-1.6842869752238623,0.11236587266397377
1,2342,2.85498878989789,-2.1969176397258,0.3245319547316492
1,2059,2.5202366885179392,-2.203132195312721,0.20404181466586457
1,826,2.4099859602545823,-2.109304786476009,0.17266038151642585
1,4810,0.9842536052748966,0.09518087926924713,0.660528368739408
1,1425,2.4179044445981104,-2.1939023527000936,0.26278048719881997
1,1787,2.663335238423724,-2.084891119446853,-0.6357958358425563
1,1291,2.681609124321249,-2.025530831421121,0.1940349634708004
1,378,2.5360276510011857,-2.249355614548631,0.010778840635908431
1,446,2.295239537180283,-2.192314284279325,-0.4214312137414845
2,2654,0.629698657706687,-1.7090382974361245,-0.4139328484781973
2,3013,0.6855975879884363,-1.7181575934839002,-0.4360159353143253
2,2010,0.7000211095548066,-1.7294254337963129,-0.433854732176554
2,2276,0.3664622804991227,-1.364926828817765,-0.45853999148619734
2,859,0.6433064274633112,-1.6670531250884257,-0.4713833419014874
2,730,0.6838688816960359,-1.598589048268876,-0.402150690596893
2,1954,0.5940908278502975,-1.4497733988497936,-0.3301998120058555
2,513,1.887769924917612,-3.9445280530115894,0.3087830737529223
2,1053,0.6358964447668517,-1.2081732862136283,-0.3059005286389458
2,5087,0.9873165386076435,0.5394729462753448,0.8631600152477155
2,1268,0.7639892082128918,-1.7235107420303295,-0.37753805386970773
2,223,0.3457020507809008,-1.2901492458135426,-0.6054191108337602
2,4207,0.8705948181069245,0.5056997071183627,0.47080382488023537
2,2834,0.6973487443790817,-1.6780626716382272,-0.37811523164612926
2,2428,0.5426048250721663,-1.8788454807337367,-0.33162737276984844
2,2992,0.4111132230995561,-1.253564676063051,-1.013403633505769
2,2888,0.5546133755945332,-1.872675125521442,-0.5557359854015103
2,3643,1.579466462928376,2.20788856299349,-0.643030135426951
2,1311,3.2299423525038438,-2.544179020902686,-1.3181553935939252
2,2544,1.096379573926887,-1.3472604722779689,-0.05141924122531463
2,1286,0.7778651603910098,-1.2535027183777603,-0.42889946877988866
2,2045,-1.7351766725859592,-4.679434919941951,0.8989393023390602
2,5247,1.7777924953973763,4.132269488785749,-1.4405206752416455
3,437,-2.433345323422751,-1.6758785410255892,-3.979121059071838
3,2876,-2.427554557740669,-1.6800797484743037,-3.9749566442529765
3,1534,-2.431610469203572,-1.6719837031175762,-3.9647609666705272
3,1545,-2.4151806376368974,-1.661948090958914,-3.94514964312644
3,1507,-2.439512164313179,-1.6765252055520428,-3.979745893961387
4,7130,2.195480203958008,0.3768305767520792,3.1907453515995385
4,793,-0.48805456486290316,-0.5012966909359942,-0.15963525470846124
4,5958,-0.6688832023843158,0.0016592472167755656,1.9935423706241404
4,5499,0.6996273564217605,-0.28847253433992914,-0.03229992410096215
4,6299,0.5670967827137628,4.082668426467438,-0.25362964093268825
4,4918,1.3755943136453737,3.058768196129378,0.8034843295667972
4,386,0.07311497995285705,-0.3890007375954594,0.21203255427845696
4,452,-0.33997669143449655,-1.3365151246363354,-0.9064621553547377
4,1999,0.06887104917850473,-0.2366104707264493,0.11073854068927146
4,4393,-1.0886953102781856,0.3659787572957129,-0.14709613168816427
4,6451,2.259740859649657,1.4314594458831011,1.6556449977331367
4,4180,0.3171333713007963,1.9687727298219004,2.054291710567831
4,7102,1.0092046476035923,-0.38384294039012345,-0.561552703332175
4,1357,-0.690700207268148,-1.8721015452664864,-2.989347839924618
4,4416,2.6877835312124874,3.4592148314497044,0.3267637261365681
4,4269,0.0715147732539575,0.7721262169518205,-0.04921736913147445
4,3986,0.39728638552334294,1.0977207208864104,2.5311958992659602
4,5777,1.1036668061282886,0.08111970735457014,-0.2995308380579111
4,6989,0.9462866635692279,2.013311467862349,-1.9952146799096075
4,5655,-1.0616808262100754,1.0666924616831805,-0.27815712046927493
4,5544,1.9871340427370816,2.0206021300656576,2.9543081561383184
4,2943,-0.06734344020907998,-1.1704516126018023,0.43834031166722004
4,6492,2.147456410199004,0.9529410536423972,-2.9420180761794383
4,6602,0.25194514551932007,3.7911112143847414,0.778303617116659
4,147,-1.09689254499603,-3.500034669128412,0.6339476019832496
4,4398,2.563565847531094,3.603583871621103,0.2877620810141336
4,142,2.909968308179545,-3.1782175944608566,2.311670649784205
4,1932,-0.05223379183256448,-0.0784232556504669,-0.14130406202505075
4,2316,0.46839290394400196,-3.350085456584632,2.1922824104167757
4,3141,-2.9670322169118784,0.09015189984939465,1.3842359770079664
4,277,-0.4392553318559306,-1.150886158897543,0.09386036185946645
4,6515,1.4604048660127351,0.6416055697509512,-2.5607583408100227
4,750,-1.73610759455939,-2.266686375702366,0.7628790084272726
4,2135,0.38959750373942653,-1.2226551327655792,-0.5789614675026253
5,7099,-0.5994855143554887,1.185361292529123,-0.5254766401332512
5,3407,-0.5202979207749194,1.0864151171234133,-0.10247700973241818
5,7172,-0.3930071498433554,0.9718072612482622,-0.267377266543457
5,6795,-0.2563969621572221,2.102772708811546,-3.9768509876545646
5,6062,-1.2601503297939187,2.4815266378667284,-0.6143365378812119
5,4302,2.196486555726595,0.42362474111133347,3.234073936109607
5,4386,-1.1382180900295227,1.3216419092645666,-0.27348568253261535
5,4664,0.2781378533501608,0.8747764152105288,-0.22898899982182383
5,5915,-2.2719965033829017,1.9042465260828338,-1.8926481905566461
5,4338,-0.4912242935002443,0.9345329772062151,-0.79994043806034
5,3717,-0.19117733052629574,0.8708248429112184,-0.7960163897045732
5,5717,-1.2481935414861833,2.2399646343885635,-3.0751571953506924
5,7159,0.7183314768722776,0.9235137952756541,-2.6013629870896056
5,4240,-0.27383624786398697,1.23447129772144,-0.3351035109263417
5,5813,-0.1420908854927374,2.129168289522437,0.2816945546954651
5,4983,0.3291246697188569,0.4084028991898744,-0.19924579693293323
5,6056,-0.4832905547552259,1.2778127295327868,-0.6296282419391552
5,6973,1.0762119351387438,0.20230366737996605,-0.32539251281844334
5,5052,-1.0137306723716388,1.431928425258957,1.1299814379193447
5,7276,-0.38750827080890654,1.3252815274536087,-0.6393868218861807
5,6834,-1.0860505611316746,1.4998966946682255,0.33803505467662665
5,3292,-0.417388303115896,2.2236846380327546,0.24063833259371792
5,4124,1.9396480396604654,-0.41091414367672935,-1.203505522598466
5,5881,-0.6083881877017984,0.7622456949929028,-0.9791074814264736
5,6977,0.4086365247163904,-0.07405135876074424,2.759300939745337
5,5397,-2.54657032251443,1.8476167647168706,1.0033046332283373
5,5893,1.296297635148694,2.907311970228168,0.3867291879922295
5,5406,4.320862964300797,1.2288625823366484,0.6602970894460051
5,5101,-2.6510336158555665,2.4938845391214954,-1.6692320704931616
5,3524,-0.7213156523135599,0.9064343187945249,-0.06240246611547359
5,4412,-0.34882670969070806,0.24411724202770502,0.8643883114768891
5,4247,-0.584732212486512,3.3330238111163255,-2.1665595318540887
5,6931,-0.08536877814838624,0.5221637553777113,-0.43643296441447116
6,5725,1.392716698072129,-1.450712054355932,3.480710484749718
6,5302,1.410145913833704,-1.4447225220435727,3.5113654268252183
6,4620,1.3364267165884829,-1.6203874946206294,3.256359639341016
6,5595,-0.6610390285109596,2.7536370481688275,3.192875197020822
6,117,-0.2348042692587182,-2.3819385322293107,2.0263444731808375
6,6221,3.63599827521582,1.5630065111042322,-0.2004525215804316
6,7125,1.1873667778180006,-0.07950253066488121,1.084724525684043
6,4068,0.2180521074427044,0.3040072350330586,-0.04629102764094275
6,5787,0.0676157302701612,0.12489116134474473,0.9677995392042555
6,6970,1.1778826187303864,-0.21876376400532882,1.98027589488043
6,6183,-4.129864689898103,0.9960260262038448,-0.9576461482909351
6,6740,2.290460931959056,0.8206588462981961,-0.18597733697747942
6,4194,0.4849973957154619,2.1200102705062096,1.7541935124770267
6,5686,0.49843971663963366,-0.0803764137275555,1.048225854796159
6,3927,0.17826750226677798,2.7147797621187775,2.334002958837028
6,5966,2.7186241876167294,0.9953760965776239,-1.9179752385316016
6,4980,1.9665929682917833,0.9531524936322993,1.2910157606430894
6,7040,0.2388947016972864,0.19907595708568301,1.2066729376358774
6,4108,1.595866482630266,0.09470941976523689,-0.8690327363562793
6,3521,0.014355294190784946,0.06290709602904232,-1.0518939015774755
6,4279,0.5765274169662841,0.7671609590025565,-0.35643202861378853
6,4208,1.5025079014760907,-0.19720322509286853,-0.6932022955199149
6,4347,1.1789452968119616,0.36498500026884095,0.630590514676716
6,2776,2.5348992875866396,-1.8506194772890132,0.5942258431695839
6,4280,0.07588511590788888,1.5543876072540683,1.6594914566591419
6,5305,1.8677332866252034,1.4322787950210818,2.507076214261172
6,3287,0.15094210616279402,3.952013668095533,-0.4980532155854559
6,910,-0.38165614837881434,-0.49021863069998534,0.6148317159837048
6,2724,-0.7383596224043499,-2.9162843628181516,1.9995836340990236
6,548,-0.23329266289022577,-2.2140934036354643,1.0164434093178158
6,4716,-1.41171248915521,0.7401009213197149,-0.2316766459358549
6,992,-2.519892315482344,-0.7010631974540383,0.605845508979326
6,5322,-0.6773975738124225,3.5771591065955377,2.0220750406290113
6,2245,-2.5559451889091673,-0.18962478898230117,2.777633806333227
6,2003,-1.4656215257271206,-0.8346667893634372,0.5081472128248944
7,5202,-0.1147862385228483,0.3969955893169553,-1.1418125956066811
