idx,term_id,term,relevance,x,y,z
0,653,real,-6.403500080108643,5.963875495159362,7.6035305861701765,0.9481710492958587
1,644,producer,-6.508500099182129,6.091023900203043,6.736575587772894,0.5127962036204172
2,688,story,-6.529099941253662,5.330261108637818,8.807849003443902,0.5220332795851036
3,3116,performance,-6.588699817657471,5.314122629146881,8.818484488238479,0.5131655772079141
4,976,folk,-6.735199928283691,5.921421105845581,7.305695083569696,1.3688464709728032
5,753,black,-6.7480998039245605,6.0132065677502125,8.110094062086594,1.092123949294551
6,152,need,-6.77869987487793,6.054785937280699,7.224544616995387,1.1335952468753856
7,1325,scene,-6.798799991607666,6.082218890021252,8.282261079245064,0.919281784420423
8,1879,give,-6.803500175476074,4.772543946540054,5.769498859341475,0.4010299439360759
9,1712,dance,-6.808499813079834,6.241474184314593,7.008545453594865,0.43116019898147395
10,228,studio,-6.823599815368652,4.55961332739825,4.076823865730197,0.4849929790859295
11,2710,electronic,-6.847499847412109,4.937669804122611,4.681033190697327,-0.1479444501290744
12,935,comedy,-6.855899810791016,2.6407575261407272,3.6682115566114515,0.5101161650205449
13,300,close,-6.868800163269043,4.721844446255304,4.937795011434101,0.4597712883052157
14,2438,blue,-6.8719000816345215,5.692993695320113,6.777428086333305,1.2868555063740639
15,1353,then,-6.875100135803223,3.7417098403266755,2.6645630872576684,0.43799582199148224
16,175,pretty,-6.888899803161621,6.138166356346624,7.49216474682811,1.2109917307819538
17,1995,project,-6.899400234222412,5.202567278289651,5.109039954877762,0.37134743118256514
18,735,young,-6.899899959564209,4.9966146922776105,5.409936910576981,1.1101295522521777
19,63,effect,-6.91480016708374,5.590220726841498,6.106972399732163,0.5297961158481918
20,812,human,-6.918600082397461,4.941743437971085,6.269427998847406,0.3684533787531101
21,1192,feeling,-6.919400215148926,5.58488846286905,6.209272492820358,0.8150324385206352
22,2315,approach,-6.943999767303467,4.446234072709372,3.8194005665527144,0.3521541173558091
23,990,head,-6.94950008392334,5.0379362679547235,4.534409799374714,0.779353830483389
24,985,girl,-6.952199935913086,5.012898784577982,5.414099149571188,1.1390096076795675
25,673,simply,-6.9604997634887695,3.9861875747556113,4.507277971964018,0.22138381242465463
26,2027,white,-6.96619987487793,5.026778376205534,5.934349006507319,1.2632741157920644
27,112,house,-6.967599868774414,6.276711717389571,7.2800431618049535,0.5372773120701474
28,790,find,-6.974999904632568,3.76088529984562,3.169036602131396,0.5473690810570685
29,1868,different,-6.975900173187256,4.33772284869688,3.7960349224211223,0.4215182355619427
30,131,left,-6.986800193786621,4.650834428739496,4.795760586602824,0.35021443000039565
31,111,hook,-6.993100166320801,4.048613844569433,2.9362921600774463,0.48146222182535875
32,1590,look,-7.001299858093262,6.211055065733593,8.066126363345404,0.9966482269063213
33,2275,riff,-7.011600017547607,4.512501717440085,3.5432527433585688,0.7080065519814736
34,601,length,-7.01669979095459,5.005813588323228,4.457754523212582,0.2726553675741334
35,144,mean,-7.026000022888184,4.86231731625154,4.983607425005696,1.044729038517764
36,639,playing,-7.0345001220703125,4.584021598043001,4.434150253583666,0.8289721431422038
37,777,dream,-7.035600185394287,5.319271246669254,5.410782060041084,0.6193350573769641
38,186,question,-7.035699844360352,3.451170718825963,4.278683826866728,0.6322789016669171
39,4,acoustic,-7.039899826049805,4.37624676994953,4.81550648369977,0.7818489858461504
40,1149,closer,-7.042500019073486,3.3930805129669435,2.419846426825349,0.4191287240233702
41,368,material,-7.046000003814697,5.6072416825009235,6.224294113750168,0.8260810020837739
42,1216,heart,-7.06220006942749,6.276426527080115,7.704620364910901,0.9785715538990128
43,966,fall,-7.064799785614014,3.784450104212651,3.830368079684798,0.19321373042082107
